04072;ALVIA;Santander;Alacant-Terminal;07:05;15:12;487;85.40;LMXJV
Santander;*;07:05
Torrelavega;07:28;07:29
Reinosa;08:15;08:16
Aguilar de Campoo;08:37;08:38
Palencia;09:33;09:35
Valladolid;10:06;10:11
Segovia AV;10:50;10:51
Madrid-Chamartín;11:21;11:26
Madrid-Puerta de Atocha;11:57;12:15
Cuenca-Fernando Zóbel;13:23;13:25
Albacete-Los Llanos;14:02;14:05
Villena AV;14:48;14:49
Alacant-Terminal;15:12;*
