04088;ALVIA;Ponferrada;Madrid-Chamartín;06:11;10:15;244;34.80;LMXJV
Ponferrada;*;06:11
Bembibre;06:24;06:25
Brañuelas;06:48;06:49
Astorga;07:07;07:08
Veguellina;07:17;07:18
León;07:45;07:50
Palencia;08:32;08:34
Valladolid;09:05;09:10
Segovia AV;09:46;09:47
Madrid-Chamartín;10:15;*
