04092;ALVIA;Santander;Alacant-Terminal;09:10;17:15;485;85.40;SD
Santander;*;09:10
Torrelavega;09:33;09:34
Reinosa;10:20;10:21
Aguilar de Campoo;10:46;10:47
Palencia;11:38;11:40
Valladolid;12:11;12:16
Segovia AV;12:55;12:56
Madrid-Chamartín;13:26;13:31
Madrid-Puerta de Atocha;13:57;14:20
Cuenca-Fernando Zóbel;15:24;15:26
Albacete-Los Llanos;16:03;16:05
Villena AV;16:51;16:52
Alacant-Terminal;17:15;*
