04110;ALVIA;Gijón;Alacant-Terminal;11:00;19:36;516;87.00;LMXJVSD
Gijón;*;11:00
Oviedo;11:25;11:27
Mieres-Puente;11:44;11:45
Pola de Lena;11:57;11:58
León;13:31;13:36
Palencia;14:18;14:20
Valladolid;14:45;14:50
Madrid-Chamartín;15:57;16:02
Madrid-Puerta de Atocha;16:30;16:45
Cuenca-Fernando Zóbel;17:51;17:52
Albacete-Los Llanos;18:29;18:31
Villena AV;19:13;19:14
Alacant-Terminal;19:36;*
