04143;ALVIA;Alacant-Terminal;Santander;10:35;18:15;460;59.80;LMXJVS
Alacant-Terminal;*;10:35
Villena AV;10:57;10:58
Albacete-Los Llanos;11:38;11:40
Madrid-Puerta de Atocha;13:20;13:25
Madrid-Chamartín;13:52;14:20
Valladolid;15:20;15:22
Palencia;15:50;15:52
Torrelavega;17:50;17:51
Santander;18:15;*
