04073;ALVIA;Madrid-Chamartín;Santander;07:45;11:50;245;51.60;LMXJVS
Madrid-Chamartín;*;07:45
Valladolid;08:43;08:45
Palencia;09:15;09:17
Aguilar de Campoo;10:11;10:12
Reinosa;10:34;10:35
Torrelavega;11:23;11:24
Santander;11:50;*
