04162;ALVIA;Santander;Madrid-Chamartín;16:10;20:40;270;51.60;D
Santander;*;16:10
Torrelavega;16:32;16:33
Reinosa;17:28;17:29
Mataporquera;17:44;17:45
Aguilar de Campoo;17:53;17:54
Osorno;18:24;18:25
Frómista;18:35;18:36
Palencia;18:54;18:56
Valladolid;19:28;19:30
Madrid-Chamartín;20:40;*
