04087;ALVIA;Madrid-Chamartín;Irún;08:00;14:13;373;55.40;LMXJVSD
Madrid-Chamartín;*;08:00
Segovia AV;08:28;08:30
Valladolid;09:16;09:18
Burgos-Rosa de Lima;10:26;10:28
Miranda de Ebro;11:22;11:28
Vitoria/Gasteiz;11:49;11:51
Zumárraga;12:37;12:38
San Sebastián/Donostia;13:24;13:46
Irún;14:13;*
