04180;ALVIA;Gijón;Madrid-Chamartín;18:00;22:53;293;56.10;LMXJV
Gijón;*;18:00
Oviedo;18:25;18:27
León;20:26;20:31
Palencia;21:13;21:15
Valladolid;21:40;21:45
Madrid-Chamartín;22:53;*
