04086;ALVIA;Irún;Madrid-Chamartín;08:28;14:28;360;55.40;LMXJVSD
Irún;*;08:28
San Sebastián/Donostia;08:53;08:57
Tolosa;09:16;09:17
Zumárraga;09:45;09:46
Vitoria/Gasteiz;10:31;10:33
Miranda de Ebro;10:52;10:58
Burgos-Rosa de Lima;11:54;11:56
Valladolid;13:09;13:11
Segovia AV;13:57;13:59
Madrid-Chamartín;14:28;*
