04192;ALVIA;Santander;Madrid-Chamartín;19:00;23:10;250;51.60;LMXJVD
Santander;*;19:00
Torrelavega;19:22;19:23
Reinosa;20:09;20:10
Aguilar de Campoo;20:31;20:32
Palencia;21:29;21:31
Valladolid;22:02;22:07
Madrid-Chamartín;23:10;*
