04166;ALVIA;Irún;Madrid-Chamartín;14:53;22:06;433;55.40;LMXJVS
Irún;*;14:53
San Sebastián/Donostia;15:18;16:33
Zumárraga;17:21;17:22
Vitoria/Gasteiz;18:07;18:09
Miranda de Ebro;18:29;18:35
Burgos-Rosa de Lima;19:31;19:33
Valladolid;20:48;20:50
Segovia AV;21:35;21:37
Madrid-Chamartín;22:06;*
