04140;ALVIA;Gijón;Castellón de la Plana;14:25;23:20;535;98.10;LMXJVD
Gijón;*;14:25
Oviedo;14:49;14:51
Mieres-Puente;15:08;15:09
Pola de Lena; 15:19;15:20
León;16:54;16:59
Palencia;17:41;17:43
Valladolid;18:08;18:13
Segovia AV;18:52;18:53
Madrid-Chamartín;19:26;19:30
Madrid-Puerta de Atocha;19:55;20:10
Valencia-Joaquín Sorolla;22:10;22:20
Sagunto;22:47;22:48;
Castellón de la Plana;23:20;*
