04071;ALVIA;Madrid-Chamartín;Gijón;07:05;11:58;293;56.10;LMXJVS
Madrid-Chamartín;*;07:05
Valladolid;08:08;08:10
Palencia;08:36;08:38
León;09:21;09:26
Oviedo;11:28;11:30
Gijón;11:58;*
